;id;;lat;;lng;
mark0;22976151;mark1;43.64221;mark2;1.51942;mark3
mark0;22978824;mark1;43.68103;mark2;1.58214;mark3
mark0;22979283;mark1;44.46141;mark2;1.66768;mark3
mark0;22980200;mark1;44.11994;mark2;1.69438;mark3
mark0;22981050;mark1;43.90307;mark2;1.0327;mark3
mark0;22990217;mark1;44.74498;mark2;0.22194;mark3
mark0;22994439;mark1;44.74485;mark2;0.2239;mark3
mark0;23009424;mark1;44.88136;mark2;-0.46501;mark3
mark0;23011202;mark1;44.3508;mark2;0.77822;mark3
mark0;23012298;mark1;44.28636;mark2;1.05369;mark3
mark0;23014008;mark1;43.86665;mark2;1.50276;mark3
mark0;23017014;mark1;44.32736;mark2;0.87295;mark3
mark0;23017908;mark1;44.38835;mark2;0.82092;mark3
mark0;23029207;mark1;44.24911;mark2;0.89536;mark3
mark0;23049119;mark1;47.42;mark2;-0.38;mark3
mark0;23050259;mark1;44.89101;mark2;-0.50832;mark3
mark0;23055832;mark1;48.206;mark2;-3.047;mark3
mark0;23057994;mark1;43.77635;mark2;1.5424;mark3
mark0;23068589;mark1;43.40452;mark2;1.64315;mark3
mark0;23068615;mark1;43.40296;mark2;1.64264;mark3
mark0;23068649;mark1;43.40362;mark2;1.6432;mark3
mark0;23072770;mark1;44.4357;mark2;1.38637;mark3
mark0;23082615;mark1;44.577;mark2;1.304;mark3
mark0;23091009;mark1;45.65321;mark2;0.15563;mark3
mark0;23095506;mark1;43.72913;mark2;1.1437;mark3
mark0;23100305;mark1;44.00572;mark2;1.34107;mark3
mark0;23101716;mark1;43.78215;mark2;1.40771;mark3
mark0;23104961;mark1;43.59445;mark2;1.48231;mark3
mark0;23105232;mark1;44.14961;mark2;0.92445;mark3
mark0;23107442;mark1;43.61986;mark2;1.46684;mark3
mark0;23114388;mark1;47.42062;mark2;-0.39624;mark3
mark0;23114438;mark1;44.67368;mark2;1.26587;mark3
mark0;23116597;mark1;44.472;mark2;1.284;mark3
mark0;23137000;mark1;43.7022;mark2;0.86712;mark3
mark0;23137846;mark1;44.1882;mark2;1.79788;mark3
mark0;23143882;mark1;43.06697;mark2;0.14399;mark3
mark0;23145723;mark1;48.175;mark2;-2.756;mark3
mark0;23153356;mark1;44.90772;mark2;-0.32543;mark3
mark0;23158335;mark1;44.15236;mark2;1.75579;mark3
mark0;23173885;mark1;47.42053;mark2;-0.39746;mark3
mark0;23174162;mark1;47.41947;mark2;-0.3958;mark3
mark0;23174543;mark1;47.4211;mark2;-0.39607;mark3
mark0;23174863;mark1;44.38277;mark2;1.99453;mark3
mark0;23176710;mark1;44.3434;mark2;1.016;mark3
mark0;23176941;mark1;44.34137;mark2;1.01644;mark3
mark0;23180155;mark1;43.97604;mark2;1.78857;mark3
mark0;23180982;mark1;43.97609;mark2;1.78904;mark3
mark0;23182073;mark1;43.97626;mark2;1.78754;mark3
mark0;23218725;mark1;44.06127;mark2;1.94911;mark3
mark0;23224633;mark1;44.52414;mark2;1.13492;mark3
mark0;23225262;mark1;44.28335;mark2;1.09091;mark3
mark0;23228376;mark1;43.94665;mark2;1.16161;mark3
mark0;23228961;mark1;43.67285;mark2;1.21099;mark3
mark0;23231049;mark1;44.42774;mark2;2.42664;mark3
mark0;23233901;mark1;44.41207;mark2;0.28895;mark3
mark0;23241936;mark1;44.8346;mark2;0.09344;mark3
mark0;23242995;mark1;43.09855;mark2;-0.02553;mark3
mark0;23243448;mark1;44.83521;mark2;0.09303;mark3
mark0;23253037;mark1;43.06698;mark2;0.14633;mark3
mark0;23265513;mark1;44.06423;mark2;1.95022;mark3
mark0;23265875;mark1;43.07915;mark2;0.21084;mark3
mark0;23267245;mark1;43.6726;mark2;1.21087;mark3
mark0;23274107;mark1;48.20439;mark2;-3.13851;mark3
mark0;23274109;mark1;48.20424;mark2;-3.13897;mark3
mark0;23274113;mark1;48.20428;mark2;-3.13853;mark3
mark0;23274187;mark1;48.20557;mark2;-3.139;mark3
mark0;23274365;mark1;48.20456;mark2;-3.13915;mark3
mark0;23274385;mark1;48.20427;mark2;-3.1389;mark3
mark0;23279504;mark1;43.97654;mark2;1.78836;mark3
mark0;23281159;mark1;43.97652;mark2;1.78726;mark3
mark0;23285624;mark1;43.07931;mark2;0.21178;mark3
mark0;23286279;mark1;44.2871;mark2;0.95203;mark3
mark0;23286415;mark1;43.07978;mark2;0.21088;mark3
mark0;23289244;mark1;44.224;mark2;1.181;mark3
mark0;23300693;mark1;43.05345;mark2;0.15651;mark3
mark0;23315113;mark1;43.2864;mark2;1.62606;mark3
mark0;23315604;mark1;48.07393;mark2;-2.95691;mark3
mark0;23321837;mark1;43.90263;mark2;1.89694;mark3
mark0;23329843;mark1;44.16977;mark2;1.05592;mark3
mark0;23333396;mark1;44.06094;mark2;0.64786;mark3
mark0;23334275;mark1;44.19596;mark2;2.33952;mark3
mark0;23337177;mark1;48.1256;mark2;-3.06931;mark3
mark0;23346730;mark1;44.11192;mark2;0.81852;mark3
mark0;23347150;mark1;44.94999;mark2;-0.39717;mark3
mark0;23348292;mark1;48.25427;mark2;-2.93572;mark3
mark0;23362797;mark1;43.64037;mark2;1.55662;mark3
mark0;23370285;mark1;43.06513;mark2;0.15088;mark3
mark0;23381666;mark1;44.0211;mark2;1.35428;mark3
mark0;23383282;mark1;44.04195;mark2;1.8582;mark3
mark0;23386467;mark1;44.602;mark2;1.315;mark3
mark0;23389301;mark1;44.0999;mark2;1.0896;mark3
mark0;23394968;mark1;43.0755;mark2;0.1424;mark3
mark0;23397563;mark1;43.82786;mark2;1.71767;mark3
mark0;23403960;mark1;43.89219;mark2;1.90492;mark3
mark0;23407875;mark1;44.18385;mark2;1.87029;mark3
mark0;23429909;mark1;44.15566;mark2;1.54097;mark3
mark0;23432218;mark1;43.60384;mark2;1.4817;mark3
mark0;23435794;mark1;43.39744;mark2;1.26948;mark3
mark0;23445005;mark1;43.82335;mark2;1.7216;mark3
mark0;23449206;mark1;44.372;mark2;0.964;mark3
mark0;23451452;mark1;44.41019;mark2;1.66743;mark3
mark0;23464105;mark1;45.65115;mark2;0.14392;mark3
mark0;23464230;mark1;43.69568;mark2;1.5231;mark3
mark0;23464619;mark1;43.69028;mark2;1.2305;mark3
mark0;23465079;mark1;43.63364;mark2;1.52096;mark3
mark0;23475995;mark1;44.9362;mark2;-0.48939;mark3
mark0;23479217;mark1;43.39523;mark2;1.28721;mark3
mark0;23479909;mark1;43.39464;mark2;1.2879;mark3
mark0;23492661;mark1;44.237;mark2;2.115;mark3
mark0;23494232;mark1;45.67708;mark2;0.1717;mark3
mark0;23494476;mark1;43.625;mark2;1.492;mark3
mark0;23495389;mark1;43.42822;mark2;1.41852;mark3
mark0;23497298;mark1;43.65342;mark2;1.14931;mark3
mark0;23499749;mark1;48.347;mark2;-3.035;mark3
mark0;23502909;mark1;44.9069;mark2;-0.51344;mark3
mark0;23509604;mark1;45.65107;mark2;0.15377;mark3
mark0;23510588;mark1;44.44215;mark2;2.37118;mark3
mark0;23512033;mark1;43.82337;mark2;1.11996;mark3
mark0;23513405;mark1;49.34859;mark2;0.88244;mark3
mark0;23516977;mark1;43.064;mark2;0.149;mark3
mark0;23520034;mark1;44.45222;mark2;0.70416;mark3
mark0;23521642;mark1;44.98519;mark2;-0.2959;mark3
mark0;23532783;mark1;43.79537;mark2;0.91486;mark3
mark0;23558761;mark1;44.13002;mark2;0.88223;mark3
mark0;23558946;mark1;43.90946;mark2;0.98107;mark3
mark0;23559525;mark1;44.85022;mark2;0.02512;mark3
mark0;23576086;mark1;43.80996;mark2;0.93527;mark3
mark0;23576338;mark1;44.2184;mark2;0.87918;mark3
mark0;23579738;mark1;45.05397;mark2;-0.36153;mark3
mark0;23590476;mark1;43.08274;mark2;0.16984;mark3
mark0;23594939;mark1;44.33623;mark2;1.9957;mark3
mark0;23606001;mark1;43.06674;mark2;0.14587;mark3
mark0;23606027;mark1;44.53048;mark2;0.14795;mark3
mark0;23606302;mark1;45.66233;mark2;0.1528;mark3
mark0;23606811;mark1;44.25002;mark2;0.9261;mark3
mark0;23610396;mark1;44.95758;mark2;-0.41216;mark3
mark0;23618713;mark1;44.43999;mark2;1.11734;mark3
mark0;23621067;mark1;44.15034;mark2;1.75494;mark3
mark0;23623020;mark1;44.80517;mark2;-0.01746;mark3
mark0;23625043;mark1;44.3507;mark2;1.67164;mark3
mark0;23637957;mark1;44.62185;mark2;1.23733;mark3
mark0;23639977;mark1;44.40903;mark2;1.74198;mark3
mark0;23641771;mark1;44.25833;mark2;1.85837;mark3
mark0;23642922;mark1;44.75787;mark2;-0.03888;mark3
mark0;23645594;mark1;44.10267;mark2;1.72259;mark3
mark0;23645669;mark1;44.48236;mark2;0.15182;mark3
mark0;23660025;mark1;44.11742;mark2;1.08493;mark3
mark0;23660440;mark1;48.18506;mark2;-3.02291;mark3
mark0;23662045;mark1;48.18683;mark2;-3.02139;mark3
mark0;23662928;mark1;48.18611;mark2;-3.02217;mark3
mark0;23666487;mark1;44.442;mark2;1.252;mark3
mark0;23676860;mark1;43.69393;mark2;1.85293;mark3
mark0;23678762;mark1;44.23;mark2;0.763;mark3
mark0;23679651;mark1;44.8266;mark2;0.06277;mark3
mark0;23679859;mark1;44.79831;mark2;0.16209;mark3
mark0;23681135;mark1;44.33983;mark2;1.01796;mark3
mark0;23689898;mark1;44.25834;mark2;0.9084;mark3
mark0;23695787;mark1;44.91625;mark2;-0.38945;mark3
mark0;23699759;mark1;43.22534;mark2;0.06495;mark3
mark0;23700831;mark1;44.06348;mark2;1.72027;mark3
mark0;23706829;mark1;44.25599;mark2;1.85595;mark3
mark0;23709358;mark1;44.14463;mark2;1.97085;mark3
mark0;23711028;mark1;44.165;mark2;0.957;mark3
mark0;23711286;mark1;44.26202;mark2;1.15567;mark3
mark0;23711544;mark1;44.165;mark2;0.957;mark3
mark0;23718263;mark1;44.01783;mark2;1.35257;mark3
mark0;23719149;mark1;44.16717;mark2;1.5595;mark3
mark0;23722590;mark1;44.61921;mark2;1.2861;mark3
mark0;23726404;mark1;44.75836;mark2;-0.03811;mark3
mark0;23727941;mark1;44.52566;mark2;0.07126;mark3
mark0;23729393;mark1;44.245;mark2;2.339;mark3
mark0;23735722;mark1;44.01613;mark2;1.34851;mark3
mark0;23737679;mark1;44.51066;mark2;1.32563;mark3
mark0;23737981;mark1;48.21662;mark2;-3.0368;mark3
mark0;23739360;mark1;43.66168;mark2;1.82125;mark3
mark0;23740085;mark1;44.37264;mark2;0.96342;mark3
mark0;23745194;mark1;44.226;mark2;1.3;mark3
mark0;23749040;mark1;48.13128;mark2;-3.22334;mark3
mark0;23759101;mark1;48.21744;mark2;-3.03687;mark3
mark0;23769284;mark1;44.14507;mark2;1.97146;mark3
mark0;23775099;mark1;43.9214;mark2;1.91182;mark3
mark0;23779809;mark1;43.736;mark2;0.885;mark3
mark0;23783728;mark1;44.36407;mark2;1.39322;mark3
mark0;23784995;mark1;44.28696;mark2;1.17098;mark3
mark0;23786191;mark1;44.23119;mark2;2.14447;mark3
mark0;23786601;mark1;44.15066;mark2;1.75642;mark3
mark0;23793613;mark1;43.62556;mark2;1.49136;mark3
mark0;23795425;mark1;44.50489;mark2;1.2963;mark3
mark0;23803187;mark1;44.67069;mark2;1.26602;mark3
mark0;23821504;mark1;44.25332;mark2;0.8405;mark3
mark0;23830800;mark1;43.42436;mark2;1.62692;mark3
mark0;23846564;mark1;44.06818;mark2;0.63135;mark3
mark0;23849587;mark1;43.6133;mark2;1.47071;mark3
mark0;23850170;mark1;44.1918;mark2;2.14132;mark3
mark0;23850668;mark1;44.64658;mark2;1.21883;mark3
mark0;23851422;mark1;43.95258;mark2;1.36947;mark3
mark0;23852666;mark1;44.52565;mark2;1.86098;mark3
mark0;23857754;mark1;43.62362;mark2;1.33465;mark3
mark0;23867138;mark1;44.49478;mark2;1.18072;mark3
mark0;23869276;mark1;44.34605;mark2;2.23924;mark3
mark0;23869786;mark1;44.26327;mark2;2.16911;mark3
mark0;23872106;mark1;43.9989;mark2;1.90545;mark3
mark0;23872149;mark1;43.09485;mark2;-0.0229;mark3
mark0;23873938;mark1;44.95992;mark2;-0.31019;mark3
mark0;23874481;mark1;44.96017;mark2;-0.30987;mark3
mark0;23874851;mark1;43.666;mark2;1.493;mark3
mark0;23875701;mark1;44.30924;mark2;1.4977;mark3
mark0;23878224;mark1;43.99975;mark2;1.90443;mark3
mark0;23892860;mark1;45.65056;mark2;0.15142;mark3
mark0;23894203;mark1;44.11285;mark2;1.38945;mark3
mark0;23897499;mark1;43.22166;mark2;0.06578;mark3
mark0;23910012;mark1;43.47213;mark2;1.54731;mark3
mark0;23916880;mark1;44.43117;mark2;0.99541;mark3
mark0;23921466;mark1;44.66078;mark2;1.18258;mark3
mark0;23930520;mark1;44.37009;mark2;0.16097;mark3
mark0;23931720;mark1;44.19978;mark2;0.68072;mark3
mark0;23932476;mark1;43.62907;mark2;1.25017;mark3
mark0;23943273;mark1;43.77058;mark2;1.29413;mark3
mark0;23951721;mark1;44.21859;mark2;1.97348;mark3
mark0;23954006;mark1;49.40445;mark2;0.8157;mark3
mark0;23961447;mark1;43.30338;mark2;1.41811;mark3
mark0;23973656;mark1;43.934;mark2;0.622;mark3
mark0;23974221;mark1;43.93374;mark2;0.62327;mark3
mark0;23977065;mark1;44.06245;mark2;1.95151;mark3
mark0;23984410;mark1;44.40114;mark2;1.01526;mark3
mark0;23984610;mark1;44.2228;mark2;1.91312;mark3
mark0;23987690;mark1;44.22279;mark2;1.9118;mark3
mark0;23990500;mark1;44.35705;mark2;2.12363;mark3
mark0;23991905;mark1;43.948;mark2;1.568;mark3
mark0;23994026;mark1;44.02724;mark2;1.50085;mark3
mark0;23999922;mark1;45.65575;mark2;0.16268;mark3
mark0;24000162;mark1;45.65717;mark2;0.16179;mark3
mark0;24001592;mark1;43.99175;mark2;1.89613;mark3
mark0;24008253;mark1;43.698;mark2;1.819;mark3
mark0;24017636;mark1;43.23041;mark2;0.12835;mark3
mark0;24030903;mark1;44.34449;mark2;2.23772;mark3
mark0;24031510;mark1;44.34513;mark2;2.23795;mark3
mark0;24033468;mark1;44.93013;mark2;-0.30562;mark3
mark0;24034114;mark1;44.93141;mark2;-0.3055;mark3
mark0;24034615;mark1;44.93177;mark2;-0.30684;mark3
mark0;24034917;mark1;44.93038;mark2;-0.30609;mark3
mark0;24035460;mark1;44.93191;mark2;-0.30504;mark3
mark0;24037978;mark1;44.387;mark2;1.03267;mark3
mark0;24047509;mark1;44.84274;mark2;0.03519;mark3
mark0;24056085;mark1;43.95078;mark2;1.58207;mark3
mark0;24058247;mark1;44.32653;mark2;1.24521;mark3
mark0;24060576;mark1;43.067;mark2;0.148;mark3
mark0;24068998;mark1;43.067;mark2;0.148;mark3
mark0;24069909;mark1;44.4;mark2;1.648;mark3
mark0;24073860;mark1;43.64517;mark2;1.48619;mark3
mark0;24074155;mark1;44.14986;mark2;1.75481;mark3
mark0;24075129;mark1;48.03327;mark2;-3.05778;mark3
mark0;24092104;mark1;45.66048;mark2;0.14674;mark3
mark0;24109823;mark1;44.02075;mark2;0.92021;mark3
mark0;24111415;mark1;44.31062;mark2;2.16975;mark3
mark0;24112160;mark1;43.61184;mark2;1.46169;mark3
mark0;24114866;mark1;43.89035;mark2;0.95781;mark3
mark0;24116275;mark1;44.43855;mark2;0.13491;mark3
mark0;24128792;mark1;44.95979;mark2;-0.50161;mark3
mark0;24130896;mark1;48.13308;mark2;-3.24456;mark3
mark0;24144342;mark1;44.80946;mark2;-0.03054;mark3
mark0;24147913;mark1;44.34603;mark2;2.0375;mark3
mark0;24149050;mark1;43.06283;mark2;0.15361;mark3
mark0;24150849;mark1;43.62184;mark2;1.33361;mark3
mark0;24157914;mark1;44.80284;mark2;-0.09596;mark3
mark0;24195331;mark1;43.8213;mark2;1.31318;mark3
mark0;24195789;mark1;43.78386;mark2;1.49013;mark3
mark0;24196537;mark1;43.78311;mark2;1.4918;mark3
mark0;24200976;mark1;48.21172;mark2;-3.12608;mark3
mark0;24204989;mark1;48.06897;mark2;-2.96433;mark3
mark0;24214083;mark1;48.08453;mark2;-2.97241;mark3
mark0;24214292;mark1;45.66339;mark2;0.02233;mark3
mark0;24221443;mark1;44.47044;mark2;1.68522;mark3
mark0;24226660;mark1;44.50243;mark2;0.1605;mark3
mark0;24254512;mark1;43.83979;mark2;1.41359;mark3
mark0;24267278;mark1;45.67199;mark2;0.13424;mark3
mark0;24273387;mark1;44.0939;mark2;1.52207;mark3
mark0;24277385;mark1;44.23681;mark2;1.5941;mark3
mark0;24279517;mark1;44.29405;mark2;1.83787;mark3
mark0;24281548;mark1;44.354;mark2;2.146;mark3
mark0;24292988;mark1;43.34384;mark2;1.48982;mark3
mark0;24300736;mark1;43.59968;mark2;1.47804;mark3
mark0;24308391;mark1;44.14518;mark2;1.96911;mark3
mark0;24309088;mark1;44.58364;mark2;0.94144;mark3
mark0;24331319;mark1;48.0671;mark2;-2.9623;mark3
mark0;24333150;mark1;44.07577;mark2;1.62078;mark3
mark0;24350869;mark1;45.02098;mark2;-0.48363;mark3
mark0;24353680;mark1;43.83967;mark2;1.41325;mark3
mark0;24363206;mark1;43.64087;mark2;1.37991;mark3
mark0;24363984;mark1;43.09545;mark2;0.17612;mark3
mark0;24364697;mark1;44.431;mark2;1.306;mark3
mark0;24374883;mark1;43.41467;mark2;1.30956;mark3
mark0;24384666;mark1;43.18218;mark2;1.52189;mark3
mark0;24389144;mark1;44.1931;mark2;1.69556;mark3
mark0;24389193;mark1;43.9759;mark2;0.61112;mark3
mark0;24405598;mark1;45.02936;mark2;-0.34884;mark3
mark0;24411185;mark1;44.11556;mark2;1.26431;mark3
mark0;24418647;mark1;44.50114;mark2;0.99632;mark3
mark0;24419484;mark1;44.0886;mark2;0.81453;mark3
mark0;24436922;mark1;44.92046;mark2;-0.36284;mark3
mark0;24440711;mark1;44.79153;mark2;-0.01873;mark3
mark0;24440908;mark1;44.19419;mark2;0.83866;mark3
mark0;24444184;mark1;44.67362;mark2;1.2696;mark3
mark0;24449708;mark1;44.2494;mark2;1.80183;mark3
mark0;24451764;mark1;44.40171;mark2;0.8011;mark3
mark0;24455854;mark1;44.7399;mark2;1.15622;mark3
mark0;24457358;mark1;44.91922;mark2;-0.44501;mark3
mark0;24462453;mark1;43.64765;mark2;1.32277;mark3
mark0;24462581;mark1;44.19824;mark2;0.87229;mark3
mark0;24472355;mark1;44.5116;mark2;0.15364;mark3
mark0;24473890;mark1;44.198;mark2;1.591;mark3
mark0;24506249;mark1;43.88137;mark2;0.98758;mark3
mark0;24514066;mark1;43.71016;mark2;1.37155;mark3
mark0;24516844;mark1;44.05899;mark2;1.17882;mark3
mark0;24518144;mark1;44.34966;mark2;1.11616;mark3
mark0;24538667;mark1;44.8046;mark2;-0.01885;mark3
mark0;24538801;mark1;44.34909;mark2;2.03916;mark3
mark0;24539928;mark1;44.90644;mark2;-0.42701;mark3
mark0;24541064;mark1;43.96588;mark2;1.58358;mark3
mark0;24542973;mark1;44.878;mark2;0.028;mark3
mark0;24545386;mark1;43.63101;mark2;1.47523;mark3
mark0;24566102;mark1;44.43942;mark2;0.18179;mark3
mark0;24566986;mark1;48.068;mark2;-3.204;mark3
mark0;24566992;mark1;44.5034;mark2;0.22891;mark3
mark0;24568275;mark1;44.811;mark2;0.195;mark3
mark0;24568422;mark1;44.84433;mark2;0.1653;mark3
mark0;24569679;mark1;44.86532;mark2;0.0556;mark3
mark0;24571005;mark1;44.46387;mark2;1.51527;mark3
mark0;24571257;mark1;44.47662;mark2;2.28087;mark3
mark0;24572302;mark1;44.37391;mark2;0.86066;mark3
mark0;24573697;mark1;43.88969;mark2;1.91601;mark3
mark0;24574848;mark1;43.83591;mark2;1.02471;mark3
mark0;24576907;mark1;49.38706;mark2;0.84176;mark3
mark0;24577266;mark1;49.4057;mark2;0.8158;mark3
mark0;24577433;mark1;49.38659;mark2;0.84049;mark3
mark0;24578689;mark1;44.4182;mark2;0.83959;mark3
mark0;24600363;mark1;44.21975;mark2;1.98853;mark3
mark0;24601586;mark1;43.93704;mark2;0.90898;mark3
mark0;24617986;mark1;43.967;mark2;1.584;mark3
mark0;24617987;mark1;43.967;mark2;1.584;mark3
mark0;24618183;mark1;43.88387;mark2;0.79754;mark3
mark0;24619322;mark1;43.967;mark2;1.584;mark3
mark0;24619327;mark1;43.967;mark2;1.584;mark3
mark0;24622459;mark1;44.373;mark2;1.266;mark3
mark0;24631408;mark1;44.438;mark2;1.136;mark3
mark0;24633079;mark1;44.657;mark2;1.264;mark3
mark0;24633392;mark1;44.656;mark2;1.265;mark3
mark0;24634099;mark1;44.657;mark2;1.264;mark3
mark0;24637642;mark1;44.20692;mark2;1.60615;mark3
mark0;24637769;mark1;43.64018;mark2;1.37693;mark3
mark0;24639843;mark1;43.60478;mark2;1.47165;mark3
mark0;24640843;mark1;44.01442;mark2;1.35898;mark3
mark0;24641214;mark1;43.27542;mark2;1.34668;mark3
mark0;24642368;mark1;44.9908;mark2;-0.32635;mark3
mark0;24643248;mark1;44.14286;mark2;1.97305;mark3
mark0;24643574;mark1;44.14849;mark2;1.83936;mark3
mark0;24651050;mark1;43.97304;mark2;1.38766;mark3
mark0;24651580;mark1;44.01774;mark2;1.35532;mark3
mark0;24652034;mark1;44.74478;mark2;0.07437;mark3
mark0;24652736;mark1;43.0529;mark2;0.17025;mark3
mark0;24652811;mark1;43.05498;mark2;0.16855;mark3
mark0;24653436;mark1;44.00739;mark2;1.33235;mark3
mark0;24676084;mark1;44.22508;mark2;1.94954;mark3
mark0;24681581;mark1;44.53724;mark2;1.2344;mark3
mark0;24684041;mark1;45.72949;mark2;0.17449;mark3
mark0;24688796;mark1;44.06167;mark2;1.9574;mark3
mark0;24693768;mark1;44.85733;mark2;0.09425;mark3
mark0;24705346;mark1;44.93054;mark2;-0.48157;mark3
mark0;24711162;mark1;49.33977;mark2;0.91642;mark3
mark0;24711837;mark1;43.0642;mark2;0.14341;mark3
mark0;24713136;mark1;43.96693;mark2;0.92519;mark3
mark0;24713891;mark1;43.50948;mark2;1.51422;mark3
mark0;24717272;mark1;47.4864;mark2;-1.21216;mark3
mark0;24722281;mark1;43.77666;mark2;0.9142;mark3
mark0;24723505;mark1;44.28248;mark2;0.763;mark3
mark0;24723689;mark1;45.06781;mark2;-0.39772;mark3
mark0;24726132;mark1;44.25272;mark2;1.61609;mark3
mark0;24727364;mark1;44.43011;mark2;2.25483;mark3
mark0;24728447;mark1;44.45647;mark2;0.35107;mark3
mark0;24731125;mark1;44.34207;mark2;1.01865;mark3
mark0;24733751;mark1;44.96043;mark2;-0.3137;mark3
mark0;24743485;mark1;44.01607;mark2;1.3541;mark3
mark0;24744766;mark1;43.6009;mark2;1.48638;mark3
mark0;24745574;mark1;44.05788;mark2;2.05192;mark3
mark0;24746086;mark1;45.7305;mark2;-0.01906;mark3
mark0;24747092;mark1;43.917;mark2;1.963;mark3
mark0;24763252;mark1;44.23624;mark2;2.11136;mark3
mark0;24764755;mark1;44.01795;mark2;1.34476;mark3
mark0;24766973;mark1;44.25441;mark2;1.85599;mark3
mark0;24773201;mark1;43.66911;mark2;1.42304;mark3
mark0;24776552;mark1;43.21527;mark2;0.07177;mark3
mark0;24799130;mark1;44.05553;mark2;1.03037;mark3
mark0;24800663;mark1;44.38638;mark2;0.97043;mark3
mark0;24803273;mark1;44.74384;mark2;1.25774;mark3
mark0;24803725;mark1;44.28784;mark2;2.00315;mark3
mark0;24804756;mark1;44.26667;mark2;1.82472;mark3
mark0;24816374;mark1;44.315;mark2;1.635;mark3
mark0;24817916;mark1;43.06294;mark2;0.15049;mark3
mark0;24828342;mark1;44.726;mark2;1.177;mark3
mark0;24847503;mark1;43.95211;mark2;1.23359;mark3
mark0;24848818;mark1;45.65187;mark2;0.15371;mark3
mark0;24862161;mark1;44.20304;mark2;2.54041;mark3
mark0;24864636;mark1;47.98203;mark2;-3.03925;mark3
mark0;24865294;mark1;44.46362;mark2;1.51484;mark3
mark0;24867157;mark1;44.255;mark2;1.101;mark3
mark0;24867528;mark1;44.30186;mark2;1.10642;mark3
mark0;24869826;mark1;44.23412;mark2;1.27268;mark3
mark0;24882739;mark1;44.20844;mark2;0.89315;mark3
mark0;24883544;mark1;44.32746;mark2;2.36095;mark3
mark0;24886462;mark1;48.09654;mark2;-2.92807;mark3
mark0;24907743;mark1;44.41125;mark2;1.26371;mark3
mark0;24915849;mark1;48.21148;mark2;-3.12624;mark3
mark0;24923832;mark1;45.68821;mark2;0.07809;mark3
mark0;24925536;mark1;44.277;mark2;1.867;mark3
mark0;24929281;mark1;44.057;mark2;1.67;mark3
mark0;24931968;mark1;43.90628;mark2;0.71956;mark3
mark0;24935710;mark1;44.24427;mark2;1.37666;mark3
mark0;24948086;mark1;44.00289;mark2;1.68694;mark3
mark0;24953664;mark1;48.087;mark2;-2.871;mark3
mark0;24967051;mark1;43.92948;mark2;0.59287;mark3
mark0;24979014;mark1;43.74546;mark2;1.39494;mark3
mark0;24980508;mark1;43.2251;mark2;0.08307;mark3
mark0;24981520;mark1;43.06077;mark2;0.15722;mark3
mark0;24983204;mark1;44.58887;mark2;1.35058;mark3
mark0;24986091;mark1;48.2254;mark2;-3.17816;mark3
mark0;24988248;mark1;43.68725;mark2;1.2414;mark3
mark0;24989726;mark1;44.96563;mark2;-0.39112;mark3
mark0;24992354;mark1;43.79234;mark2;1.15864;mark3
mark0;24996131;mark1;44.33754;mark2;1.21089;mark3
mark0;25005335;mark1;44.42267;mark2;1.63244;mark3
mark0;25009463;mark1;48.09846;mark2;-2.92651;mark3
mark0;25009789;mark1;48.09634;mark2;-2.92605;mark3
mark0;25013053;mark1;44.48023;mark2;1.27552;mark3
mark0;25016690;mark1;43.61596;mark2;1.30556;mark3
mark0;25019105;mark1;43.97405;mark2;0.61281;mark3
mark0;25024153;mark1;44.26338;mark2;1.60233;mark3
mark0;25025938;mark1;43.6189;mark2;1.4634;mark3
mark0;25033432;mark1;48.16194;mark2;-3.02586;mark3
mark0;25039358;mark1;44.66901;mark2;1.26678;mark3
mark0;25039751;mark1;44.03932;mark2;1.10504;mark3
mark0;25040761;mark1;43.067;mark2;0.148;mark3
mark0;25042739;mark1;44.19304;mark2;0.66146;mark3
mark0;25042978;mark1;43.99756;mark2;1.42142;mark3
mark0;25043267;mark1;44.28228;mark2;1.09294;mark3
mark0;25050153;mark1;44.62345;mark2;1.23805;mark3
mark0;25051035;mark1;44.31873;mark2;1.7208;mark3
mark0;25059583;mark1;44.37425;mark2;0.86048;mark3
mark0;25064712;mark1;44.36562;mark2;2.0136;mark3
mark0;25065594;mark1;44.0473;mark2;2.15782;mark3
mark0;25067298;mark1;48.12096;mark2;-3.23568;mark3
mark0;25072919;mark1;44.23284;mark2;2.37818;mark3
mark0;25073188;mark1;44.3402;mark2;1.24233;mark3
mark0;25076697;mark1;44.37411;mark2;0.86051;mark3
mark0;25080876;mark1;44.51468;mark2;0.07815;mark3
mark0;25099974;mark1;44.28138;mark2;1.85801;mark3
mark0;25104034;mark1;43.89941;mark2;1.89737;mark3
mark0;25111458;mark1;43.133;mark2;0.045;mark3
mark0;25133949;mark1;43.69449;mark2;1.9834;mark3
mark0;25144158;mark1;43.06484;mark2;0.14812;mark3
mark0;25160578;mark1;44.10119;mark2;1.02455;mark3
mark0;25179974;mark1;44.19039;mark2;2.0178;mark3
mark0;25200824;mark1;43.93357;mark2;1.91704;mark3
mark0;25203784;mark1;44.51635;mark2;1.19184;mark3
mark0;25207745;mark1;43.621;mark2;1.456;mark3
mark0;25209764;mark1;44.81074;mark2;-0.06805;mark3
mark0;25219106;mark1;43.62489;mark2;1.4549;mark3
mark0;25221470;mark1;44.01677;mark2;0.83988;mark3
